language,claim_id,contrast_id,outcome,seed,estimate
spanish,correct_assignment_advantage,spanish_correct_assignment_advantage__map_1,step_zero,193,0.419824321206292
spanish,correct_assignment_advantage,spanish_correct_assignment_advantage__map_1,step_zero,211,0.287773747979013
spanish,correct_assignment_advantage,spanish_correct_assignment_advantage__map_1,step_zero,222,0.396413696353506
spanish,correct_assignment_advantage,spanish_correct_assignment_advantage__map_1,step_zero,248,0.24563022592542
spanish,correct_assignment_advantage,spanish_correct_assignment_advantage__map_1,step_zero,268,0.22822734340923
spanish,correct_assignment_advantage,spanish_correct_assignment_advantage__map_1,step_zero,271,0.265669649281376
spanish,correct_assignment_advantage,spanish_correct_assignment_advantage__map_1,step_zero,283,0.328603969716886
spanish,correct_assignment_advantage,spanish_correct_assignment_advantage__map_1,step_zero,284,0.289814756830559
spanish,correct_assignment_advantage,spanish_correct_assignment_advantage__map_2,step_zero,110,0.249715632754763
spanish,correct_assignment_advantage,spanish_correct_assignment_advantage__map_2,step_zero,115,0.733562900033575
spanish,correct_assignment_advantage,spanish_correct_assignment_advantage__map_2,step_zero,130,0.597283090238403
spanish,correct_assignment_advantage,spanish_correct_assignment_advantage__map_2,step_zero,132,0.52297573141168
spanish,correct_assignment_advantage,spanish_correct_assignment_advantage__map_2,step_zero,136,0.576901880438038
spanish,correct_assignment_advantage,spanish_correct_assignment_advantage__map_2,step_zero,164,0.373348963538492
spanish,correct_assignment_advantage,spanish_correct_assignment_advantage__map_2,step_zero,193,0.55106313376139
spanish,correct_assignment_advantage,spanish_correct_assignment_advantage__map_2,step_zero,211,0.544080437534913
spanish,correct_assignment_advantage,spanish_correct_assignment_advantage__map_2,step_zero,222,0.417224578196034
spanish,correct_assignment_advantage,spanish_correct_assignment_advantage__map_2,step_zero,248,0.475705346163113
spanish,correct_assignment_advantage,spanish_correct_assignment_advantage__map_2,step_zero,268,0.378396779331371
spanish,correct_assignment_advantage,spanish_correct_assignment_advantage__map_2,step_zero,271,0.407956739103073
spanish,correct_assignment_advantage,spanish_correct_assignment_advantage__map_2,step_zero,283,0.454491273628184
spanish,correct_assignment_advantage,spanish_correct_assignment_advantage__map_2,step_zero,284,0.404768654924325
spanish,correct_assignment_advantage,spanish_correct_assignment_advantage__map_3,step_zero,110,0.530126219114332
spanish,correct_assignment_advantage,spanish_correct_assignment_advantage__map_3,step_zero,115,0.609325109935172
spanish,correct_assignment_advantage,spanish_correct_assignment_advantage__map_3,step_zero,130,0.70716227097227
spanish,correct_assignment_advantage,spanish_correct_assignment_advantage__map_3,step_zero,132,0.474617359249552
spanish,correct_assignment_advantage,spanish_correct_assignment_advantage__map_3,step_zero,136,0.529440955942283
spanish,correct_assignment_advantage,spanish_correct_assignment_advantage__map_3,step_zero,164,0.488606465432844
spanish,correct_assignment_advantage,spanish_correct_assignment_advantage__map_3,step_zero,193,0.518688567707456
spanish,correct_assignment_advantage,spanish_correct_assignment_advantage__map_3,step_zero,211,0.477882011301612
spanish,correct_assignment_advantage,spanish_correct_assignment_advantage__map_3,step_zero,222,0.423368206908412
spanish,correct_assignment_advantage,spanish_correct_assignment_advantage__map_3,step_zero,248,0.438272038009099
spanish,correct_assignment_advantage,spanish_correct_assignment_advantage__map_3,step_zero,268,0.444039931036866
spanish,correct_assignment_advantage,spanish_correct_assignment_advantage__map_3,step_zero,271,0.396332299705294
spanish,correct_assignment_advantage,spanish_correct_assignment_advantage__map_3,step_zero,283,0.521126022814155
spanish,correct_assignment_advantage,spanish_correct_assignment_advantage__map_3,step_zero,284,0.47011172792138
german,correct_assignment_advantage,german_correct_assignment_advantage__map_1,step_zero,110,0.316051011085693
german,correct_assignment_advantage,german_correct_assignment_advantage__map_1,step_zero,115,0.579967460417546
german,correct_assignment_advantage,german_correct_assignment_advantage__map_1,step_zero,130,0.396319668638439
german,correct_assignment_advantage,german_correct_assignment_advantage__map_1,step_zero,132,0.276680245792663
german,correct_assignment_advantage,german_correct_assignment_advantage__map_1,step_zero,136,0.32667115707898
german,correct_assignment_advantage,german_correct_assignment_advantage__map_1,step_zero,164,0.4166352052799
german,correct_assignment_advantage,german_correct_assignment_advantage__map_1,step_zero,193,0.485599724992691
german,correct_assignment_advantage,german_correct_assignment_advantage__map_1,step_zero,211,0.289916143445531
german,correct_assignment_advantage,german_correct_assignment_advantage__map_1,step_zero,222,0.33438246476654
german,correct_assignment_advantage,german_correct_assignment_advantage__map_1,step_zero,248,0.4326239088459
german,correct_assignment_advantage,german_correct_assignment_advantage__map_1,step_zero,268,0.404337149740957
german,correct_assignment_advantage,german_correct_assignment_advantage__map_1,step_zero,271,0.340274727975842
german,correct_assignment_advantage,german_correct_assignment_advantage__map_1,step_zero,283,0.349526020131009
german,correct_assignment_advantage,german_correct_assignment_advantage__map_1,step_zero,284,0.327993032884463
german,correct_assignment_advantage,german_correct_assignment_advantage__map_2,step_zero,110,0.373446453650966
german,correct_assignment_advantage,german_correct_assignment_advantage__map_2,step_zero,115,0.57169879671185
german,correct_assignment_advantage,german_correct_assignment_advantage__map_2,step_zero,130,0.359355919427191
german,correct_assignment_advantage,german_correct_assignment_advantage__map_2,step_zero,132,0.375948193700849
german,correct_assignment_advantage,german_correct_assignment_advantage__map_2,step_zero,136,0.391772669734834
german,correct_assignment_advantage,german_correct_assignment_advantage__map_2,step_zero,164,0.506621455322411
german,correct_assignment_advantage,german_correct_assignment_advantage__map_2,step_zero,193,0.568072793840342
german,correct_assignment_advantage,german_correct_assignment_advantage__map_2,step_zero,211,0.412241731250359
german,correct_assignment_advantage,german_correct_assignment_advantage__map_2,step_zero,222,0.359399771124568
german,correct_assignment_advantage,german_correct_assignment_advantage__map_2,step_zero,248,0.536868430508076
german,correct_assignment_advantage,german_correct_assignment_advantage__map_2,step_zero,268,0.463280036714012
german,correct_assignment_advantage,german_correct_assignment_advantage__map_2,step_zero,271,0.33756676152901
german,correct_assignment_advantage,german_correct_assignment_advantage__map_2,step_zero,283,0.230072924152085
german,correct_assignment_advantage,german_correct_assignment_advantage__map_2,step_zero,284,0.426489543109912
german,correct_assignment_advantage,german_correct_assignment_advantage__map_3,step_zero,110,0.346883246408052
german,correct_assignment_advantage,german_correct_assignment_advantage__map_3,step_zero,115,0.522063302661889
german,correct_assignment_advantage,german_correct_assignment_advantage__map_3,step_zero,130,0.398638681643301
german,correct_assignment_advantage,german_correct_assignment_advantage__map_3,step_zero,132,0.356890192989589
german,correct_assignment_advantage,german_correct_assignment_advantage__map_3,step_zero,136,0.424641907354461
german,correct_assignment_advantage,german_correct_assignment_advantage__map_3,step_zero,164,0.535468603443341
german,correct_assignment_advantage,german_correct_assignment_advantage__map_3,step_zero,193,0.526449834485853
german,correct_assignment_advantage,german_correct_assignment_advantage__map_3,step_zero,211,0.333195142179736
german,correct_assignment_advantage,german_correct_assignment_advantage__map_3,step_zero,222,0.438496248570477
german,correct_assignment_advantage,german_correct_assignment_advantage__map_3,step_zero,248,0.447765099051873
german,correct_assignment_advantage,german_correct_assignment_advantage__map_3,step_zero,268,0.310201045861032
german,correct_assignment_advantage,german_correct_assignment_advantage__map_3,step_zero,271,0.329618896306307
german,correct_assignment_advantage,german_correct_assignment_advantage__map_3,step_zero,283,0.268211768509433
german,correct_assignment_advantage,german_correct_assignment_advantage__map_3,step_zero,284,0.364842726114421
